Name,Type,WTO ID,Region,All WTO,Cross Regional,Language,Total articles,Total words,Number of unique words,Niceness,Class 0,Class 1,Class 2,Year,rta,tradeflow_baci,manuf_tradeflow_baci,Pair,Relative GDP
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2007,1.0,25951781.938,25747708.0,"('JPN', 'THA')",0.6979376059822336
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2008,1.0,29684994.125,29476708.0,"('JPN', 'THA')",0.6906155006139386
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2009,1.0,22323128.563,22130968.0,"('JPN', 'THA')",0.6770876541998055
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2010,1.0,34260939.906,33966444.0,"('JPN', 'THA')",0.6692475255034204
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2011,1.0,37401882.625,37068648.0,"('JPN', 'THA')",0.6668513540703093
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2012,1.0,43468257.313,43160732.0,"('JPN', 'THA')",0.6524662728575039
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2013,1.0,35738979.188,35473708.0,"('JPN', 'THA')",0.6531542426282778
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2014,1.0,31398216.063,31093508.0,"('JPN', 'THA')",0.6480680651526572
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2015,1.0,27910179.297,27661504.0,"('JPN', 'THA')",0.6456545725423101
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2016,1.0,27362456.438,27051602.0,"('JPN', 'THA')",0.6377356955530792
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2017,1.0,28908488.281,28644540.0,"('JPN', 'THA')",0.6224006764864733
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2018,1.0,31661571.125,31320360.0,"('JPN', 'THA')",0.6052120977359676
Japan - Thailand,Free Trade Agreement & Economic Integration Agreement,1,East Asia,Yes,No,en,175,187922,3635,0,0.72,0.09714285714285714,0.18285714285714288,2019,1.0,,,"('JPN', 'THA')",0.6053221663315871
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2007,1.0,620053.5079999999,494840.906,"('EGY', 'TUR')",0.2185601330497365
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2008,1.0,1109620.3590000002,948181.438,"('EGY', 'TUR')",0.21940810917136436
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2009,1.0,833676.6170000002,747702.688,"('EGY', 'TUR')",0.18331676265472743
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2010,1.0,1133751.031,988201.875,"('EGY', 'TUR')",0.21708694244156546
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2011,1.0,1652055.563,1350857.25,"('EGY', 'TUR')",0.2620973531010477
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2012,1.0,1714651.719,1300200.25,"('EGY', 'TUR')",0.2732880429215374
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2013,1.0,1999144.359,1790444.5,"('EGY', 'TUR')",0.29917065228100537
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2014,1.0,1749250.195,1662094.0,"('EGY', 'TUR')",0.3014694862508211
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2015,1.0,1417736.102,1324325.5,"('EGY', 'TUR')",0.3025908384220526
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2016,1.0,1631209.5,1513438.5,"('EGY', 'TUR')",0.28818934010545083
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2017,1.0,2147981.891,2058302.25,"('EGY', 'TUR')",0.3647819453827594
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2018,1.0,2423588.813,2138792.25,"('EGY', 'TUR')",0.34205505250329177
Egypt - Turkey,Free Trade Agreement,2,Africa; Europe,Yes,Yes,en,40,25708,1057,0,0.725,0.0,0.275,2019,1.0,,,"('EGY', 'TUR')",0.31116645272338994
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2007,1.0,7628065.375,2045390.375,"('CHL', 'JPN')",0.8816065327533692
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2008,1.0,6448266.5,2146772.5,"('CHL', 'JPN')",0.8842990582775574
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2009,1.0,5142135.375,1699375.375,"('CHL', 'JPN')",0.878647957026507
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2010,1.0,7733312.625,2026978.625,"('CHL', 'JPN')",0.8698588896706497
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2011,1.0,9139697.75,2952761.25,"('CHL', 'JPN')",0.8575986253378548
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2012,1.0,8354117.75,2345668.75,"('CHL', 'JPN')",0.8538387478940251
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2013,1.0,7498833.0,1981252.5,"('CHL', 'JPN')",0.8529130107340263
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2014,1.0,7386989.75,2254470.25,"('CHL', 'JPN')",0.8499633203437785
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2015,1.0,5308307.0,1848623.5,"('CHL', 'JPN')",0.8501941290842676
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2016,1.0,5198985.375,1820088.125,"('CHL', 'JPN')",0.8493134802767575
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2017,1.0,6351603.75,2141371.25,"('CHL', 'JPN')",0.8443829234509915
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2018,1.0,7060044.75,2323272.25,"('CHL', 'JPN')",0.8370798085993805
Chile - Japan,Free Trade Agreement & Economic Integration Agreement,3,South America; East Asia,Yes,Yes,en,201,202122,4989,0,0.6318407960199005,0.17412935323383086,0.19402985074626866,2019,1.0,,,"('CHL', 'JPN')",0.839370973248392
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2006,1.0,5364051.0,2715484.0,"('CHL', 'CHN')",0.9360552630476123
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2007,1.0,10546666.25,6524264.5,"('CHL', 'CHN')",0.9403481438171898
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2008,1.0,8555970.5,5842759.5,"('CHL', 'CHN')",0.9473140767287161
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2009,1.0,13042794.0,9119752.0,"('CHL', 'CHN')",0.9520636241630571
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2010,1.0,17368893.0,11953222.0,"('CHL', 'CHN')",0.9512471101574181
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2011,1.0,18690561.5,13285292.0,"('CHL', 'CHN')",0.9509976758812602
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2012,1.0,17984582.5,12169536.0,"('CHL', 'CHN')",0.952344325265586
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2013,1.0,19104295.5,11935707.0,"('CHL', 'CHN')",0.9541049283652442
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2014,1.0,18242747.0,11869482.0,"('CHL', 'CHN')",0.9566148137369208
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2015,1.0,16329040.0,10704693.0,"('CHL', 'CHN')",0.9585939347380912
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2016,1.0,17382563.5,10509417.0,"('CHL', 'CHN')",0.9607143464764707
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2017,1.0,18922593.5,11209331.0,"('CHL', 'CHN')",0.9569887964861329
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2018,1.0,25318927.0,14257678.0,"('CHL', 'CHN')",0.9582327898358256
Chile - China,Free Trade Agreement & Economic Integration Agreement,8,South America; East Asia,Yes,Yes,en,123,116215,3229,0,0.7235772357723578,0.0,0.2764227642276423,2019,1.0,,,"('CHL', 'CHN')",0.9602719606610487
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2005,1.0,5051016.25,3291849.75,"('IND', 'SGP')",0.8644924247031612
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2006,1.0,5588835.75,2426365.75,"('IND', 'SGP')",0.8649593620232923
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2007,1.0,6082696.75,2907405.25,"('IND', 'SGP')",0.8657508138569697
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2008,1.0,9059645.5,4365986.0,"('IND', 'SGP')",0.8682897804374897
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2009,1.0,6601425.0,4366083.0,"('IND', 'SGP')",0.8786489237709104
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2010,1.0,9055782.5,3647343.5,"('IND', 'SGP')",0.8735141865498012
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2011,1.0,16433912.5,7292727.5,"('IND', 'SGP')",0.8739742377898292
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2012,1.0,13975038.5,5415885.5,"('IND', 'SGP')",0.8757506364346437
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2013,1.0,12626534.5,5316944.0,"('IND', 'SGP')",0.8772688336846037
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2014,1.0,9646693.0,4489791.5,"('IND', 'SGP')",0.8814927628023611
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2015,1.0,6604326.5,3558629.75,"('IND', 'SGP')",0.8877866993849682
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2016,1.0,6965858.25,3571951.0,"('IND', 'SGP')",0.8928542309932378
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2017,1.0,10493773.5,4409671.0,"('IND', 'SGP')",0.8790908177943582
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2018,1.0,9561548.75,3907896.75,"('IND', 'SGP')",0.8819656951506045
India - Singapore,Free Trade Agreement & Economic Integration Agreement,10,West Asia; East Asia,Yes,Yes,en,167,201550,4348,0,0.6826347305389222,0.1437125748502994,0.17365269461077845,2019,1.0,,,"('IND', 'SGP')",0.8856482179599712
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2006,1.0,9736.778,9642.82,"('PAN', 'SGP')",0.740079955186287
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2007,1.0,10837.236,10712.032,"('PAN', 'SGP')",0.7341468949403155
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2008,1.0,28563.842,27915.869,"('PAN', 'SGP')",0.7188293134616103
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2009,1.0,28746.336,20169.947,"('PAN', 'SGP')",0.7134932829297721
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2010,1.0,20660.833,20659.473,"('PAN', 'SGP')",0.733911406523439
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2011,1.0,13975.088,13518.164,"('PAN', 'SGP')",0.7218696378551014
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2012,1.0,20326.595,20318.113,"('PAN', 'SGP')",0.7096048411381045
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2013,1.0,15867.198,15828.699,"('PAN', 'SGP')",0.7057766238406757
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2014,1.0,9097.673,9093.835,"('PAN', 'SGP')",0.6997864899270783
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2015,1.0,11740.729,11454.448,"('PAN', 'SGP')",0.6902167992295657
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2016,1.0,13269.591,12993.176,"('PAN', 'SGP')",0.6828422106273265
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2017,1.0,67069.137,66942.164,"('PAN', 'SGP')",0.619790005928186
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2018,1.0,44619.487,3018.921,"('PAN', 'SGP')",0.6190342434958788
Panama - Singapore,Free Trade Agreement & Economic Integration Agreement,11,Central America; East Asia,Yes,Yes,en,199,238554,4849,0,0.5326633165829145,0.2864321608040201,0.18090452261306533,2019,1.0,,,"('PAN', 'SGP')",0.6121049215026738
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2007,1.0,533022.7660000001,201330.359,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2008,1.0,727654.2109999999,119467.398,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2009,1.0,364198.438,136812.359,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2010,1.0,721329.344,298056.219,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2011,1.0,329383.648,221036.469,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2012,1.0,65057.322,38698.68,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2013,1.0,84855.08,23439.389,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2014,1.0,105722.977,22472.711,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2015,1.0,25813.418,14349.467,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2016,1.0,64611.951,35848.914,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2017,1.0,70480.539,49740.207,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2018,1.0,69295.1,44271.258,"('SYR', 'TUR')",
Turkey - Syria,Free Trade Agreement,13,Middle East; Europe,No,Yes,en,51,39683,1510,1,0.7843137254901961,0.0,0.21568627450980396,2019,1.0,,,"('SYR', 'TUR')",
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2006,1.0,511649.769,511633.844,"('BHR', 'USA')",0.9945316783570886
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2007,1.0,534660.736,505296.688,"('BHR', 'USA')",0.9941827213006793
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2008,1.0,480513.303,467214.844,"('BHR', 'USA')",0.9938025299552345
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2009,1.0,385655.266,355821.438,"('BHR', 'USA')",0.9934648188218159
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2010,1.0,446420.852,444676.5,"('BHR', 'USA')",0.9933503138915459
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2011,1.0,612501.17,611607.375,"('BHR', 'USA')",0.9933178154752612
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2012,1.0,604256.813,534764.125,"('BHR', 'USA')",0.9932288772592142
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2013,1.0,503641.875,446920.406,"('BHR', 'USA')",0.992985976964593
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2014,1.0,1130093.594,1034793.25,"('BHR', 'USA')",0.9928440128091023
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2015,1.0,855268.2579999998,783692.313,"('BHR', 'USA')",0.9928254699649944
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2016,1.0,873753.965,829622.625,"('BHR', 'USA')",
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2017,1.0,978894.102,907204.188,"('BHR', 'USA')",0.9927228413788823
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2018,1.0,868978.8520000002,791030.438,"('BHR', 'USA')",0.9928037075380982
US - Bahrain,Free Trade Agreement & Economic Integration Agreement,19,Middle East; North America,Yes,Yes,en,195,313241,6008,0,0.5538461538461539,0.26666666666666666,0.1794871794871795,2019,1.0,,,"('BHR', 'USA')",0.9928277119483306
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2006,1.0,13312058.742,13217751.0,"('JPN', 'MYS')",0.8029631296473394
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2007,1.0,15999027.141,15893801.0,"('JPN', 'MYS')",0.7898636813083355
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2008,1.0,16357315.695,16249357.0,"('JPN', 'MYS')",0.7814791767359122
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2009,1.0,13372890.813,13208630.0,"('JPN', 'MYS')",0.7751365741320903
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2010,1.0,17707444.969,17469486.0,"('JPN', 'MYS')",0.7703610832089957
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2011,1.0,18705602.219,18322412.0,"('JPN', 'MYS')",0.7596038740843649
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2012,1.0,17748452.563,17459126.0,"('JPN', 'MYS')",0.7522518413304184
Japan - Malaysia,Free Trade Agreement & Economic Integration Agreement,22,East Asia,Yes,No,en,161,183330,4422,0,0.6832298136645962,0.11180124223602483,0.20496894409937888,2013,1.0,15152257.688,14604702.0,"('JPN', 'MYS')",0.7486468953794251
